,accession,study_accession,pmid/doi,apis_species,apis_subspecies,geographic_location_manually_curated,continent,sex_manually_curated,class_manually_curated,sampling_year_manually_curated,pooled_samples,notes,read_count,base_count,depth,sample_average_depth,library_strategy,coverage,library_source,library_layout,run_accession,xref_articles,SRA accession,experiment_accession,parent_study,experiment_title,study_title,project_name,sample_title,sample_description,tax_id,instrument_platform,instrument_model,nominal_length,nominal_sdev,fastq_aspera,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_md5,sra_aspera,sra_bytes,sra_ftp,sra_galaxy,sra_md5,submitted_aspera,submitted_bytes,submitted_format,submitted_ftp,submitted_galaxy,submitted_host_sex,submitted_md5,first_created,first_public,last_updated
349,SAMN19236244,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,12546874,3764062200,16.485053777789,16.485053777789,WGS,,GENOMIC,PAIRED,SRR14572885,,SRS9006358,SRX10916103,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 38,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/085/SRR14572885/SRR14572885_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/085/SRR14572885/SRR14572885_2.fastq.gz,886578202;913270335,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/085/SRR14572885/SRR14572885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/085/SRR14572885/SRR14572885_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/085/SRR14572885/SRR14572885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/085/SRR14572885/SRR14572885_2.fastq.gz,6b396333a85eb4778329f87345b9b045;205af76bfd792efb57bb709aae971dc5,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/085/SRR14572885,1287237378.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/085/SRR14572885,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/085/SRR14572885,0e14ebf01b62160ff38192468197f4ac,,,,,,,,2021-12-28,2021-12-28,2021-12-28
350,SAMN19236245,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,11922806,3576841800,15.6651049569913,15.6651049569913,WGS,,GENOMIC,PAIRED,SRR14572884,,SRS9006359,SRX10916104,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 39,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/084/SRR14572884/SRR14572884_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/084/SRR14572884/SRR14572884_2.fastq.gz,839587034;872949943,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/084/SRR14572884/SRR14572884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/084/SRR14572884/SRR14572884_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/084/SRR14572884/SRR14572884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/084/SRR14572884/SRR14572884_2.fastq.gz,3a8a9eda71493d8d9ce63bdf5e8cdd1c;40e1a0edda65b6694a9203d521924f4d,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/084/SRR14572884,1228967933.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/084/SRR14572884,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/084/SRR14572884,0855b9d63f99e173aed3ac0b5b9eca50,,,,,,,,2021-12-28,2021-12-28,2021-12-28
351,SAMN19236246,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,12532511,3759753300,16.4661825571638,16.4661825571638,WGS,,GENOMIC,PAIRED,SRR14572883,,SRS9006360,SRX10916105,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 40,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/083/SRR14572883/SRR14572883_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/083/SRR14572883/SRR14572883_2.fastq.gz,887627056;912956780,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/083/SRR14572883/SRR14572883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/083/SRR14572883/SRR14572883_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/083/SRR14572883/SRR14572883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/083/SRR14572883/SRR14572883_2.fastq.gz,0fcb53d225cfaa66e14b9dff08c6f6cf;32f7f8cf44adef9a70ea1780f86ae5b9,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/083/SRR14572883,1289775711.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/083/SRR14572883,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/083/SRR14572883,b2c27388a9acc3736b93e44a8e530884,,,,,,,,2021-12-28,2021-12-28,2021-12-28
352,SAMN19236247,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,12461042,3738312600,16.3722810556069,16.3722810556069,WGS,,GENOMIC,PAIRED,SRR14572881,,SRS9006361,SRX10916107,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 41,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/081/SRR14572881/SRR14572881_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/081/SRR14572881/SRR14572881_2.fastq.gz,888252557;915801017,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/081/SRR14572881/SRR14572881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/081/SRR14572881/SRR14572881_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/081/SRR14572881/SRR14572881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/081/SRR14572881/SRR14572881_2.fastq.gz,63381e0a1b238becbba8fbb5de08a7c3;dcc38708869c2d47d9158c8c7f522e9e,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/081/SRR14572881,1288961445.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/081/SRR14572881,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/081/SRR14572881,aefddc997a472936d0a6545c45a68cbf,,,,,,,,2021-12-28,2021-12-28,2021-12-28
353,SAMN19236248,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,10091379,3027413700,13.2588344720008,13.2588344720008,WGS,,GENOMIC,PAIRED,SRR14572880,,SRS9006363,SRX10916108,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 42,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/080/SRR14572880/SRR14572880_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/080/SRR14572880/SRR14572880_2.fastq.gz,717840209;746839217,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/080/SRR14572880/SRR14572880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/080/SRR14572880/SRR14572880_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/080/SRR14572880/SRR14572880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/080/SRR14572880/SRR14572880_2.fastq.gz,ea4c97e505f5061dd92e83b27c5cebea;2cad542bd638f4385bc6fa9fe0650440,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/080/SRR14572880,1049265999.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/080/SRR14572880,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/080/SRR14572880,05bb31a729b8b10946e7172fd46c4b12,,,,,,,,2021-12-28,2021-12-28,2021-12-28
354,SAMN19236249,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,10686559,3205967700,14.0408280034146,14.0408280034146,WGS,,GENOMIC,PAIRED,SRR14572879,,SRS9006365,SRX10916109,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 43,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/079/SRR14572879/SRR14572879_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/079/SRR14572879/SRR14572879_2.fastq.gz,758978945;775705199,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/079/SRR14572879/SRR14572879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/079/SRR14572879/SRR14572879_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/079/SRR14572879/SRR14572879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/079/SRR14572879/SRR14572879_2.fastq.gz,c2ad6d88c553e4b5f9f4fc711cd61eae;6dee4e961c1f57b2c4d8f79c486e918f,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/079/SRR14572879,1095499468.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/079/SRR14572879,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/079/SRR14572879,7219ed13641b3db8f3b9c807560e3eb3,,,,,,,,2021-12-28,2021-12-28,2021-12-28
355,SAMN19236250,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,11849091,3554727300,15.5682524868677,15.5682524868677,WGS,,GENOMIC,PAIRED,SRR14572878,,SRS9006364,SRX10916110,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 44,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/078/SRR14572878/SRR14572878_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/078/SRR14572878/SRR14572878_2.fastq.gz,836516315;867836998,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/078/SRR14572878/SRR14572878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/078/SRR14572878/SRR14572878_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/078/SRR14572878/SRR14572878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/078/SRR14572878/SRR14572878_2.fastq.gz,4cbc20c0a24f40a1d8010f461ad6e27e;e1bb87dbbdb882ca3245dbcdd861ae22,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/078/SRR14572878,1222454604.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/078/SRR14572878,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/078/SRR14572878,a3aa22ae29e839fee1f24c3999972024,,,,,,,,2021-12-28,2021-12-28,2021-12-28
356,SAMN19236251,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,12624177,3787253100,16.5866204399061,16.5866204399061,WGS,,GENOMIC,PAIRED,SRR14572877,,SRS9006366,SRX10916111,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 45,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/077/SRR14572877/SRR14572877_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/077/SRR14572877/SRR14572877_2.fastq.gz,883388535;921985930,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/077/SRR14572877/SRR14572877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/077/SRR14572877/SRR14572877_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/077/SRR14572877/SRR14572877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/077/SRR14572877/SRR14572877_2.fastq.gz,df2655690fcf427666cbd41fe9d236ce;68a9405c6b81a33b6b46cdad8c2be452,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/077/SRR14572877,1297452311.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/077/SRR14572877,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/077/SRR14572877,ea1ac07dcd5249a93625b45003b44eea,,,,,,,,2021-12-28,2021-12-28,2021-12-28
357,SAMN19236252,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,10836623,3250986900,14.2379936966471,14.2379936966471,WGS,,GENOMIC,PAIRED,SRR14572876,,SRS9006368,SRX10916112,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 46,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/076/SRR14572876/SRR14572876_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/076/SRR14572876/SRR14572876_2.fastq.gz,772951364;800208755,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/076/SRR14572876/SRR14572876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/076/SRR14572876/SRR14572876_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/076/SRR14572876/SRR14572876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/076/SRR14572876/SRR14572876_2.fastq.gz,de139767cdc3f81c3687c63ce9f3b1e1;bb7c6edb5e0b5dc63fffe6980ea7bb57,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/076/SRR14572876,1126950309.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/076/SRR14572876,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/076/SRR14572876,57bc4c17b45dae70cce684fb5b3375fa,,,,,,,,2021-12-28,2021-12-28,2021-12-28
358,SAMN19236253,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,10533900,3160170000,13.8402527984143,13.8402527984143,WGS,,GENOMIC,PAIRED,SRR14572875,,SRS9006367,SRX10916113,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 47,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/075/SRR14572875/SRR14572875_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/075/SRR14572875/SRR14572875_2.fastq.gz,752875742;773862762,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/075/SRR14572875/SRR14572875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/075/SRR14572875/SRR14572875_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/075/SRR14572875/SRR14572875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/075/SRR14572875/SRR14572875_2.fastq.gz,e9d305fff9bb17652f7e4dc0e1cd0f16;ffaead9b5ad55f477b09621e71a99a43,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/075/SRR14572875,1091423143.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/075/SRR14572875,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/075/SRR14572875,3620d11a6e1b733835b76e706304a800,,,,,,,,2021-12-28,2021-12-28,2021-12-28
359,SAMN19236254,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,12282240,3684672000,16.1373571545957,16.1373571545957,WGS,,GENOMIC,PAIRED,SRR14572874,,SRS9006369,SRX10916114,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 48,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/074/SRR14572874/SRR14572874_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/074/SRR14572874/SRR14572874_2.fastq.gz,875680286;905792193,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/074/SRR14572874/SRR14572874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/074/SRR14572874/SRR14572874_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/074/SRR14572874/SRR14572874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/074/SRR14572874/SRR14572874_2.fastq.gz,75ed31645196f375e6bcea03a465ba56;011b416c2b9cd96e3e8cf129f5028a59,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/074/SRR14572874,1273932151.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/074/SRR14572874,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/074/SRR14572874,cc36ba0a86ec8725395ba168acebc115,,,,,,,,2021-12-28,2021-12-28,2021-12-28
360,SAMN19236255,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,10419137,3125741100,13.6894682901216,13.6894682901216,WGS,,GENOMIC,PAIRED,SRR14572873,,SRS9006370,SRX10916115,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 49,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/073/SRR14572873/SRR14572873_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/073/SRR14572873/SRR14572873_2.fastq.gz,742991723;770590477,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/073/SRR14572873/SRR14572873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/073/SRR14572873/SRR14572873_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/073/SRR14572873/SRR14572873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/073/SRR14572873/SRR14572873_2.fastq.gz,809ce9836f07e181a5c8b68c4c56b570;68ae5d7e6639e0ec525206642b286c88,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/073/SRR14572873,1083771529.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/073/SRR14572873,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/073/SRR14572873,c1d41058efedb78f6ffc380c1222242b,,,,,,,,2021-12-28,2021-12-28,2021-12-28
361,SAMN19236256,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,11275759,3382727700,14.8149645481726,14.8149645481726,WGS,,GENOMIC,PAIRED,SRR14572872,,SRS9006371,SRX10916116,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 50,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/072/SRR14572872/SRR14572872_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/072/SRR14572872/SRR14572872_2.fastq.gz,799648244;831688691,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/072/SRR14572872/SRR14572872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/072/SRR14572872/SRR14572872_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/072/SRR14572872/SRR14572872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/072/SRR14572872/SRR14572872_2.fastq.gz,673ae55934217de9d320dbb6bd666e85;27b8f8c1d9c8c8ea6903265c0247c25f,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/072/SRR14572872,1163151696.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/072/SRR14572872,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/072/SRR14572872,c3ffac44e807924673a0f2f3f844da01,,,,,,,,2021-12-28,2021-12-28,2021-12-28
362,SAMN19236257,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,11674635,3502390500,15.3390386968943,15.3390386968943,WGS,,GENOMIC,PAIRED,SRR14572870,,SRS9006373,SRX10916118,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 51,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/070/SRR14572870/SRR14572870_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/070/SRR14572870/SRR14572870_2.fastq.gz,830537275;850924336,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/070/SRR14572870/SRR14572870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/070/SRR14572870/SRR14572870_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/070/SRR14572870/SRR14572870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/070/SRR14572870/SRR14572870_2.fastq.gz,ce33624bebcc9df9dc03a0b729d61796;46e9be0b6b88e3dc71b68977c18ee06f,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/070/SRR14572870,1204521774.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/070/SRR14572870,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/070/SRR14572870,a41922b8ac75d68dda56e4f9be900450,,,,,,,,2021-12-28,2021-12-28,2021-12-28
363,SAMN19236258,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,12030157,3609047100,15.8061510062382,15.8061510062382,WGS,,GENOMIC,PAIRED,SRR14572869,,SRS9006375,SRX10916119,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 52,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/069/SRR14572869/SRR14572869_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/069/SRR14572869/SRR14572869_2.fastq.gz,853131255;870262790,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/069/SRR14572869/SRR14572869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/069/SRR14572869/SRR14572869_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/069/SRR14572869/SRR14572869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/069/SRR14572869/SRR14572869_2.fastq.gz,95a9cce2976ac62facf6e644f4551e14;c9f525a7a4b5d1c279397551e6b026c3,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/069/SRR14572869,1233196614.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/069/SRR14572869,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/069/SRR14572869,58a6d8f93b9c94b34623fe83baa638f8,,,,,,,,2021-12-28,2021-12-28,2021-12-28
364,SAMN19236259,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,9889093,2966727900,12.9930554748981,12.9930554748981,WGS,,GENOMIC,PAIRED,SRR14572868,,SRS9006374,SRX10916120,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 53,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/068/SRR14572868/SRR14572868_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/068/SRR14572868/SRR14572868_2.fastq.gz,706719469;733920554,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/068/SRR14572868/SRR14572868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/068/SRR14572868/SRR14572868_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/068/SRR14572868/SRR14572868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/068/SRR14572868/SRR14572868_2.fastq.gz,92864fcce9cb322b9ece7a7ff10ec819;5348920816a011c130629052d3f36923,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/068/SRR14572868,1031491090.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/068/SRR14572868,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/068/SRR14572868,11e430e75760e276b10de2743d7877fd,,,,,,,,2021-12-28,2021-12-28,2021-12-28
365,SAMN19236260,PRJNA730587,unknown,cerana,unknown,China,Asia,female,unknown,2021,unknown,,10601314,3180394200,13.9288265272471,13.9288265272471,WGS,,GENOMIC,PAIRED,SRR14572867,,SRS9006376,SRX10916121,,Illumina HiSeq 1500 sequencing; Reseq of Apis cerana,Whole genome resequencing of 64 Apis cerana individuals in China,,This sample has been submitted by pda|liunannana on 2021-12-28; Apis cerana,replicate=biological replicate 54,7461,ILLUMINA,Illumina HiSeq 1500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/067/SRR14572867/SRR14572867_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR145/067/SRR14572867/SRR14572867_2.fastq.gz,732260737;765834162,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/067/SRR14572867/SRR14572867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/067/SRR14572867/SRR14572867_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/067/SRR14572867/SRR14572867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/067/SRR14572867/SRR14572867_2.fastq.gz,d60761f7a76b57efcf7709c510eba95c;870c591fd33c14c11700fd138287ab8a,fasp.sra.ebi.ac.uk:/vol1/srr/SRR145/067/SRR14572867,1068600175.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/067/SRR14572867,ftp.sra.ebi.ac.uk/vol1/srr/SRR145/067/SRR14572867,6fb282b5f89da87fcdc75a5e2a7340b8,,,,,,,,2021-12-28,2021-12-28,2021-12-28
